# X 		Y
0.980000	0.137893
0.982523	0.137488
0.985045	0.093999
0.987568	0.060555
0.990090	0.099926
0.992613	0.081974
0.995135	0.026992
0.997658	0.024299
1.000180	-0.035022
1.002703	0.012243
1.005225	-0.041740
1.007748	-0.007487
1.010270	-0.079599
1.012793	-0.043106
1.015315	-0.052334
1.017838	-0.119611
1.020360	-0.110281
1.022883	-0.123735
1.025405	-0.145389
1.027928	-0.156744
1.030450	-0.136615
1.032973	-0.140170
1.035495	-0.169363
1.038018	-0.162509
1.040541	-0.180683
1.043063	-0.169367
1.045586	-0.164393
1.048108	-0.197153
1.050631	-0.211914
1.053153	-0.178093
1.055676	-0.228879
1.058198	-0.200193
1.060721	-0.220486
1.063243	-0.188300
1.065766	-0.203743
1.068288	-0.243878
1.070811	-0.200402
1.073333	-0.186518
1.075856	-0.232102
1.078378	-0.239119
1.080901	-0.197193
1.083423	-0.261166
1.085946	-0.221724
1.088468	-0.237261
1.090991	-0.236843
1.093514	-0.216033
1.096036	-0.249340
1.098559	-0.240377
1.101081	-0.209945
1.103604	-0.263847
1.106126	-0.251761
1.108649	-0.264231
1.111171	-0.244069
1.113694	-0.244084
1.116216	-0.262597
1.118739	-0.242666
1.121261	-0.250908
1.123784	-0.238379
1.126306	-0.216354
1.128829	-0.248717
1.131351	-0.281512
1.133874	-0.269988
1.136396	-0.236834
1.138919	-0.214769
1.141441	-0.252118
1.143964	-0.257162
1.146486	-0.266697
1.149009	-0.207675
1.151532	-0.255169
1.154054	-0.235324
1.156577	-0.252099
1.159099	-0.249323
1.161622	-0.206920
1.164144	-0.241344
1.166667	-0.259550
1.169189	-0.266790
1.171712	-0.219650
1.174234	-0.204517
1.176757	-0.248007
1.179279	-0.194330
1.181802	-0.242450
1.184324	-0.235031
1.186847	-0.215135
1.189369	-0.210258
1.191892	-0.225549
1.194414	-0.202702
1.196937	-0.238487
1.199459	-0.224827
1.201982	-0.182843
1.204505	-0.231780
1.207027	-0.214363
1.209550	-0.236242
1.212072	-0.193232
1.214595	-0.228481
1.217117	-0.177470
1.219640	-0.211838
1.222162	-0.210004
1.224685	-0.207445
1.227207	-0.208873
1.229730	-0.190301
1.232252	-0.199429
1.234775	-0.224393
1.237297	-0.230235
1.239820	-0.175991
1.242342	-0.214519
1.244865	-0.220973
1.247387	-0.193473
1.249910	-0.192275
1.252432	-0.197780
1.254955	-0.229052
1.257477	-0.225777
1.260000	-0.160871
1.262523	-0.152273
1.265045	-0.174583
1.267568	-0.212202
1.270090	-0.182865
1.272613	-0.197434
1.275135	-0.204931
1.277658	-0.209349
1.280180	-0.137674
1.282703	-0.194341
1.285225	-0.197660
1.287748	-0.179454
1.290270	-0.163836
1.292793	-0.195059
1.295315	-0.163735
1.297838	-0.191736
1.300360	-0.193862
1.302883	-0.141473
1.305405	-0.148099
1.307928	-0.179910
1.310450	-0.174007
1.312973	-0.129798
1.315495	-0.179064
1.318018	-0.134224
1.320541	-0.164737
1.323063	-0.122576
1.325586	-0.136347
1.328108	-0.158232
1.330631	-0.183271
1.333153	-0.166596
1.335676	-0.134981
1.338198	-0.104753
1.340721	-0.123383
1.343243	-0.121434
1.345766	-0.161720
1.348288	-0.173996
1.350811	-0.156744
1.353333	-0.168728
1.355856	-0.127993
1.358378	-0.103605
1.360901	-0.132593
1.363423	-0.124038
1.365946	-0.140785
1.368468	-0.092968
1.370991	-0.159243
1.373514	-0.162711
1.376036	-0.143959
1.378559	-0.102291
1.381081	-0.099519
1.383604	-0.095539
1.386126	-0.157705
1.388649	-0.113282
1.391171	-0.109336
1.393694	-0.102217
1.396216	-0.094027
1.398739	-0.129175
1.401261	-0.077673
1.403784	-0.117515
1.406306	-0.131349
1.408829	-0.139082
1.411351	-0.094512
1.413874	-0.125176
1.416396	-0.135819
1.418919	-0.079967
1.421441	-0.100951
1.423964	-0.102037
1.426486	-0.117747
1.429009	-0.078515
1.431532	-0.067690
1.434054	-0.103547
1.436577	-0.069222
1.439099	-0.108212
1.441622	-0.130804
1.444144	-0.110714
1.446667	-0.116335
1.449189	-0.069951
1.451712	-0.091518
1.454234	-0.055977
1.456757	-0.084774
1.459279	-0.094309
1.461802	-0.060700
1.464324	-0.085984
1.466847	-0.114082
1.469369	-0.053286
1.471892	-0.127685
1.474414	-0.107227
1.476937	-0.121035
1.479459	-0.088311
1.481982	-0.080456
1.484505	-0.067408
1.487027	-0.096831
1.489550	-0.095900
1.492072	-0.096944
1.494595	-0.103539
1.497117	-0.116834
1.499640	-0.104356
1.502162	-0.118508
1.504685	-0.084546
1.507207	-0.081917
1.509730	-0.079036
1.512252	-0.042400
1.514775	-0.100307
1.517297	-0.079179
1.519820	-0.052303
1.522342	-0.092695
1.524865	-0.103748
1.527387	-0.053804
1.529910	-0.084428
1.532432	-0.040606
1.534955	-0.107423
1.537477	-0.060205
1.540000	-0.033924
1.542523	-0.077205
1.545045	-0.092272
1.547568	-0.072059
1.550090	-0.036194
1.552613	-0.061373
1.555135	-0.046591
1.557658	-0.067968
1.560180	-0.099052
1.562703	-0.064610
1.565225	-0.103004
1.567748	-0.070627
1.570270	-0.033962
1.572793	-0.089242
1.575315	-0.040114
1.577838	-0.036373
1.580360	-0.059921
1.582883	-0.060311
1.585405	-0.021053
1.587928	-0.082838
1.590450	-0.094010
1.592973	-0.055931
1.595495	-0.068696
1.598018	-0.026416
1.600541	-0.056446
1.603063	-0.048192
1.605586	-0.034188
1.608108	-0.045638
1.610631	-0.040913
1.613153	-0.025937
1.615676	-0.025908
1.618198	-0.062583
1.620721	-0.072815
1.623243	-0.035984
1.625766	-0.019595
1.628288	-0.064194
1.630811	-0.081133
1.633333	-0.012478
1.635856	-0.074550
1.638378	-0.060255
1.640901	-0.012584
1.643423	-0.040311
1.645946	-0.076232
1.648468	-0.040641
1.650991	-0.041239
1.653514	-0.071939
1.656036	-0.032463
1.658559	-0.030207
1.661081	-0.024404
1.663604	-0.074631
1.666126	-0.028087
1.668649	-0.033327
1.671171	-0.044942
1.673694	-0.016896
1.676216	-0.033228
1.678739	-0.056797
1.681261	-0.070008
1.683784	-0.083160
1.686306	-0.013421
1.688829	-0.081523
1.691351	-0.042683
1.693874	-0.026634
1.696396	-0.069692
1.698919	-0.046662
1.701441	-0.030596
1.703964	-0.027961
1.706486	-0.065841
1.709009	-0.007181
1.711532	-0.021966
1.714054	-0.006442
1.716577	-0.011147
1.719099	-0.063139
1.721622	-0.006015
1.724144	-0.072989
1.726667	-0.065868
1.729189	-0.026697
1.731712	-0.046474
1.734234	-0.044770
1.736757	-0.043372
1.739279	-0.070128
1.741802	-0.072926
1.744324	-0.045542
1.746847	0.000455
1.749369	-0.054716
1.751892	-0.010879
1.754414	-0.033728
1.756937	-0.042381
1.759459	0.000882
1.761982	-0.046515
1.764505	-0.025661
1.767027	-0.038423
1.769550	-0.048657
1.772072	-0.055970
1.774595	-0.017259
1.777117	-0.041290
1.779640	-0.016910
1.782162	-0.063246
1.784685	-0.046175
1.787207	-0.069818
1.789730	-0.001904
1.792252	-0.074800
1.794775	-0.014944
1.797297	-0.075094
1.799820	-0.023318
1.802342	-0.038081
1.804865	-0.063824
1.807387	-0.028549
1.809910	-0.072603
1.812432	-0.018802
1.814955	-0.072758
1.817477	-0.068700
1.820000	-0.047548
1.822523	-0.039464
1.825045	-0.025762
1.827568	-0.064505
1.830090	-0.064277
1.832613	-0.070768
1.835135	-0.004422
1.837658	-0.010298
1.840180	-0.058258
1.842703	-0.000401
1.845225	-0.009722
1.847748	-0.072725
1.850270	-0.062177
1.852793	-0.075945
1.855315	-0.047629
1.857838	-0.026816
1.860360	-0.066842
1.862883	-0.025224
1.865405	-0.007091
1.867928	-0.048039
1.870450	-0.012824
1.872973	-0.048506
1.875495	0.002443
1.878018	-0.010880
1.880541	-0.040154
1.883063	-0.045636
1.885586	-0.054578
1.888108	-0.057277
1.890631	-0.038884
1.893153	-0.051258
1.895676	-0.003884
1.898198	-0.074954
1.900721	0.000038
1.903243	-0.039329
1.905766	-0.042241
1.908288	-0.031241
1.910811	-0.080829
1.913333	-0.005910
1.915856	-0.020017
1.918378	-0.031384
1.920901	-0.033761
1.923423	-0.030236
1.925946	-0.067395
1.928468	-0.054991
1.930991	-0.071258
1.933514	-0.053481
1.936036	-0.015220
1.938559	-0.036821
1.941081	-0.034045
1.943604	-0.036235
1.946126	-0.047245
1.948649	-0.040548
1.951171	-0.052569
1.953694	-0.064573
1.956216	-0.028708
1.958739	-0.045812
1.961261	-0.086919
1.963784	-0.078026
1.966306	-0.045588
1.968829	-0.059427
1.971351	-0.083525
1.973874	-0.031742
1.976396	-0.066261
1.978919	-0.025172
1.981441	-0.022546
1.983964	-0.088217
1.986486	-0.016965
1.989009	-0.061014
1.991532	-0.038355
1.994054	-0.059084
1.996577	-0.094072
1.999099	-0.037999
2.001622	-0.042733
2.004144	-0.045137
2.006667	-0.048930
2.009189	-0.032328
2.011712	-0.036722
2.014234	-0.072517
2.016757	-0.085803
2.019279	-0.067756
2.021802	-0.092613
2.024324	-0.078188
2.026847	-0.044981
2.029369	-0.066730
2.031892	-0.047872
2.034414	-0.053484
2.036937	-0.024548
2.039459	-0.093505
2.041982	-0.068430
2.044505	-0.078912
2.047027	-0.086994
2.049550	-0.058968
2.052072	-0.084930
2.054595	-0.100244
2.057117	-0.103740
2.059640	-0.068712
2.062162	-0.042369
2.064685	-0.104450
2.067207	-0.072629
2.069730	-0.041370
2.072252	-0.082524
2.074775	-0.062850
2.077297	-0.079010
2.079820	-0.107553
2.082342	-0.110615
2.084865	-0.049566
2.087387	-0.080908
2.089910	-0.034486
2.092432	-0.104140
2.094955	-0.106887
2.097477	-0.057316
2.100000	-0.050823
2.102523	-0.081777
2.105045	-0.083991
2.107568	-0.060287
2.110090	-0.094560
2.112613	-0.116630
2.115135	-0.065265
2.117658	-0.080701
2.120180	-0.059690
2.122703	-0.069848
2.125225	-0.086761
2.127748	-0.090603
2.130270	-0.044198
2.132793	-0.062367
2.135315	-0.084316
2.137838	-0.071366
2.140360	-0.103192
2.142883	-0.071639
2.145405	-0.052355
2.147928	-0.111642
2.150450	-0.070627
2.152973	-0.063438
2.155495	-0.059863
2.158018	-0.099648
2.160541	-0.095024
2.163063	-0.061399
2.165586	-0.080820
2.168108	-0.118010
2.170631	-0.058596
2.173153	-0.096168
2.175676	-0.068034
2.178198	-0.095431
2.180721	-0.104198
2.183243	-0.120417
2.185766	-0.092829
2.188288	-0.109778
2.190811	-0.103295
2.193333	-0.076042
2.195856	-0.080031
2.198378	-0.071724
2.200901	-0.063417
2.203423	-0.103140
2.205946	-0.113822
2.208468	-0.047134
2.210991	-0.057646
2.213514	-0.090764
2.216036	-0.069835
2.218559	-0.064226
2.221081	-0.103865
2.223604	-0.112510
2.226126	-0.074014
2.228649	-0.050536
2.231171	-0.097591
2.233694	-0.091766
2.236216	-0.091832
2.238739	-0.113046
2.241261	-0.078905
2.243784	-0.100683
2.246306	-0.087949
2.248829	-0.065848
2.251351	-0.119532
2.253874	-0.076015
2.256396	-0.094690
2.258919	-0.051838
2.261441	-0.087869
2.263964	-0.076641
2.266486	-0.044037
2.269009	-0.106129
2.271532	-0.098821
2.274054	-0.108692
2.276577	-0.093223
2.279099	-0.050030
2.281622	-0.105655
2.284144	-0.039890
2.286667	-0.079787
2.289189	-0.113327
2.291712	-0.087687
2.294234	-0.063672
2.296757	-0.041877
2.299279	-0.092852
2.301802	-0.033775
2.304324	-0.050470
2.306847	-0.086845
2.309369	-0.045000
2.311892	-0.038439
2.314414	-0.077869
2.316937	-0.075864
2.319459	-0.087898
2.321982	-0.088930
2.324505	-0.030425
2.327027	-0.046407
2.329550	-0.092146
2.332072	-0.098004
2.334595	-0.047437
2.337117	-0.051140
2.339640	-0.095675
2.342162	-0.091403
2.344685	-0.033545
2.347207	-0.053548
2.349730	-0.043859
2.352252	-0.034966
2.354775	-0.050474
2.357297	-0.077499
2.359820	-0.071403
2.362342	-0.078189
2.364865	-0.096037
2.367387	-0.053828
2.369910	-0.048692
2.372432	-0.025784
2.374955	-0.051954
2.377477	-0.017867
2.380000	-0.016812
2.382523	-0.054193
2.385045	-0.058968
2.387568	-0.021923
2.390090	-0.042011
2.392613	-0.055554
2.395135	-0.086587
2.397658	-0.084171
2.400180	-0.069386
2.402703	-0.077856
2.405225	-0.038815
2.407748	-0.019040
2.410270	-0.080416
2.412793	-0.079156
2.415315	-0.078783
2.417838	-0.007715
2.420360	-0.030863
2.422883	-0.039937
2.425405	-0.029443
2.427928	-0.021291
2.430450	-0.012663
2.432973	-0.008173
2.435495	-0.012076
2.438018	-0.071276
2.440541	-0.017073
2.443063	-0.058200
2.445586	-0.021811
2.448108	-0.041035
2.450631	-0.018532
